text,ground_truth,bert_pred,bert_prob
"as the latest bid in the tv - to - movie franchise game, i spy makes its big - screen entry with little of the nervy originality of its groundbreaking small - screen progenitor.",0,1,0.503791332244873
"the so - inept - it's - surreal dubbing ( featuring the voices of glenn close, regis philbin and breckin meyer ) brings back memories of cheesy old godzilla flicks.",0,1,0.49620869755744934
"without non - stop techno or the existential overtones of a kieslowski morality tale, maelstrom is just another winter sleepers.",0,1,0.5018912553787231
an unclassifiably awful study in self - and audience - abuse.,0,1,0.49810871481895447
the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess's home video of their baby's birth.,0,1,0.4975399374961853
nervous breakdowns are not entertaining.,0,1,0.5024600625038147
"excessive, profane, packed with cartoonish violence and comic - strip characters.",0,1,0.4924766719341278
burns never really harnesses to full effect the energetic cast.,0,1,0.5075232982635498
just embarrassment and a vague sense of shame.,0,1,0.5028157830238342
or emptying rat traps.,0,1,0.49718421697616577
the piquant story needs more dramatic meat on its bones.,0,1,0.4906260073184967
indifferently implausible popcorn programmer of a movie.,0,1,0.5093739628791809
"this re - do is so dumb and so exploitative in its violence that, ironically, it becomes everything that the rather clumsy original was railing against.",0,1,0.488197386264801
"the words, ` frankly, my dear, i don't give a damn,'have never been more appropriate.",0,1,0.511802613735199
"the longer the movie goes, the worse it gets, but it's actually pretty good in the first few minutes.",0,1,0.49540865421295166
too much of the humor falls flat.,0,1,0.5045913457870483
the film's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency.,0,1,0.49867555499076843
"too slow, too long and too little happens.",0,1,0.5013244152069092
"due to some script weaknesses and the casting of the director's brother, the film trails off into inconsequentiality.",0,1,0.5141993761062622
very bad.,0,1,0.4858006536960602
"a lackluster, unessential sequel to the classic disney adaptation of j. m. barrie's peter pan.",0,1,0.4899468719959259
a science - fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left.,0,1,0.5100530982017517
"expect the same - old, lame - old slasher nonsense, just with different scenery.",0,1,0.505235493183136
chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama.,0,1,0.4947644770145416
"it's another video movie photographed like a film, with the bad lighting that's often written off as indie film naturalism.",0,1,0.5105937123298645
there's not enough here to justify the almost two hours.,0,1,0.4894062876701355
there are plot holes big enough for shamu the killer whale to swim through.,0,1,0.48470088839530945
verbinski implements every hack - artist trick to give us the ooky - spookies.,0,1,0.5152990818023682
"in all, this is a watchable movie that's not quite the memorable experience it might have been.",0,1,0.4861854314804077
"well - nigh unendurable... though the picture strains to become cinematic poetry, it remains depressingly prosaic and dull.",0,1,0.5138145685195923
( a ) shapeless blob of desperate entertainment.,0,1,0.486518532037735
"in the end, the movie collapses on its shaky foundation despite the best efforts of director joe carnahan.",0,1,0.5134814977645874
"this is a shameless sham, calculated to cash in on the popularity of its stars.",0,1,0.522554874420166
"if you've ever entertained the notion of doing what the title of this film implies, what sex with strangers actually shows may put you off the idea forever.",0,1,0.4774450957775116
"once the 50 year old benigni appears as the title character, we find ourselves longing for the block of wood to come back.",0,1,0.49711960554122925
"stultifyingly, dumbfoundingly, mind - numbingly bad.",0,1,0.5028803944587708
"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects, not the least of which is rebecca romijn - stamos.",0,1,0.4918765127658844
"because of an unnecessary and clumsy last scene, ` swimfan'left me with a very bad feeling.",0,1,0.5081234574317932
no aspirations to social import inform the movie version.,0,1,0.49755972623825073
"sit through this one, and you won't need a magic watch to stop time ; your dvd player will do it for you.",0,1,0.5024402737617493
"is the time really ripe for a warmed - over james bond adventure, with a village idiot as the 007 clone?",0,1,0.5036672949790955
"even the finest chef can't make a hotdog into anything more than a hotdog, and robert de niro can't make this movie anything more than a trashy cop buddy comedy.",0,1,0.49633270502090454
"the reality of the new live - action pinocchio he directed, cowrote and starred in borders on the grotesque.",0,1,0.5163025259971619
"samira makhmalbaf's new film blackboards is much like the ethos of a stream of consciousness, although, it's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal",0,1,0.48369747400283813
a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self - importance...,0,1,0.5275266170501709
"every time you look, sweet home alabama is taking another bummer of a wrong turn.",0,1,0.4724733531475067
how do you spell cliche?,0,1,0.4784245193004608
no telegraphing is too obvious or simplistic for this movie.,0,1,0.5215755105018616
i thought my own watch had stopped keeping time as i slogged my way through clockstoppers.,0,1,0.493060439825058
"less dizzying than just dizzy, the jaunt is practically over before it begins.",0,1,0.5069395303726196
overall the film feels like a low - budget tv pilot that could not find a buyer to play it on the tube.,0,1,0.503932535648346
they should have called it gutterball.,0,1,0.49606743454933167
corpus collosum - - while undeniably interesting - - wore out its welcome well before the end credits rolled about 45 minutes in.,0,1,0.5087069272994995
"there's too much falseness to the second half, and what began as an intriguing look at youth fizzles into a dull, ridiculous attempt at heart - tugging.",0,1,0.4912930428981781
"wince - inducing dialogue, thrift - shop costumes, prosthetic makeup by silly putty and kmart blue - light - special effects all conspire to test trekkie loyalty.",0,1,0.49751073122024536
"whaley's determination to immerse you in sheer, unrelenting wretchedness is exhausting.",0,1,0.5024892687797546
"too restrained to be a freak show, too mercenary and obvious to be cerebral, too dull and pretentious to be engaging... the isle defies an easy categorization.",0,1,0.5034464001655579
it's everything you don't go to the movies for.,0,1,0.4965536296367645
"velocity represents everything wrong with'' independent film'' as a commodified, sold - out concept on the american filmmaking scene.",0,1,0.5068426132202148
"suffocated by its fussy script and uptight characters, this musty adaptation is all the more annoying since it's been packaged and sold back to us by hollywood.",0,1,0.49315738677978516
but what are adults doing in the theater at all?,0,1,0.5142481923103333
like being trapped at a perpetual frat party... how can something so gross be so boring?,0,1,0.48575180768966675
"the man from elysian fields is a cold, bliss - less work that groans along thinking itself some important comment on how life throws us some beguiling curves.",0,1,0.4843803942203522
this isn't even madonna's swept away.,0,1,0.5156196355819702
the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not.,0,1,0.50218266248703
american chai encourages rueful laughter at stereotypes only an indian - american would recognize.,0,1,0.49781733751296997
"you really have to wonder how on earth anyone, anywhere could have thought they'd make audiences guffaw with a script as utterly diabolical as this.",0,1,0.4753930866718292
made with no discernible craft and monstrously sanctimonious in dealing with childhood loss.,0,1,0.5246069431304932
"and when you're talking about a slapstick comedy, that's a pretty big problem.",0,1,0.48461225628852844
"nelson's brutally unsentimental approach... sucks the humanity from the film, leaving behind an horrific but weirdly unemotional spectacle.",0,1,0.515387773513794
one long string of cliches.,0,1,0.5084640979766846
like watching a dress rehearsal the week before the show goes up : everything's in place but something's just a little off - kilter.,0,1,0.49153590202331543
something like scrubbing the toilet.,0,1,0.4984554946422577
there's enough melodrama in this magnolia primavera to make pta proud yet director muccino's characters are less worthy of puccini than they are of daytime television.,0,1,0.5015444755554199
"if there's one thing this world needs less of, it's movies about college that are written and directed by people who couldn't pass an entrance exam.",0,1,0.508476972579956
"the result is a gaudy bag of stale candy, something from a halloween that died.",0,1,0.49152305722236633
"movie fans, get ready to take off... the other direction.",0,1,0.5122652053833008
not an objectionable or dull film ; it merely lacks everything except good intentions.,0,1,0.4877348244190216
i don't think i laughed out loud once.,0,1,0.477123498916626
"very special effects, brilliantly bold colors and heightened reality can't hide the giant achilles'heel in ` ` stuart little 2 ` ` : there's just no story, folks.",0,1,0.522876501083374
"when the film ended, i felt tired and drained and wanted to lie on my own deathbed for a while.",0,1,0.4918132424354553
not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers.,0,1,0.5081867575645447
"as ` chick flicks'go, this one is pretty miserable, resorting to string - pulling rather than legitimate character development and intelligent plotting.",0,1,0.531501293182373
"prurient playthings aside, there's little to love about this english trifle.",0,1,0.46849867701530457
at once half - baked and overheated.,0,1,0.5189077258110046
the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life.,0,1,0.48109227418899536
a valueless kiddie paean to pro basketball underwritten by the nba.,0,1,0.5008578896522522
"it's as if you're watching a movie that was made in 1978 but not released then because it was so weak, and it has been unearthed and released now, when it has become even weaker.",0,1,0.4991421103477478
that's a cheat.,0,1,0.49067845940589905
"it's somewhat clumsy and too lethargically paced - - but its story about a mysterious creature with psychic abilities offers a solid build - up, a terrific climax, and some nice chills along the way.",0,1,0.5093215703964233
"the film contains no good jokes, no good scenes, barely a moment when carvey's saturday night live - honed mimicry rises above the level of embarrassment.",0,1,0.4955219030380249
"it's not original, and, robbed of the element of surprise, it doesn't have any huge laughs in its story of irresponsible cops who love to play pranks.",0,1,0.5044780969619751
"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that's potentially moving, the movie is too predictable and too self - conscious to reach a level of high drama.",0,1,0.5035905838012695
"for all its technical virtuosity, the film is so mired in juvenile and near - xenophobic pedagogy that it's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking.",0,1,0.4964093863964081
"this film seems thirsty for reflection, itself taking on adolescent qualities.",0,1,0.47657960653305054
this nickleby thing might have more homosexual undertones than an eddie murphy film.,0,1,0.5234203934669495
"but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration, rather than contributing to a film's narrative.",0,1,0.49478045105934143
"irwin is a man with enough charisma and audacity to carry a dozen films, but this particular result is ultimately held back from being something greater.",0,1,0.5052195191383362
the affectionate loopiness that once seemed congenital to demme's perspective has a tough time emerging from between the badly dated cutesy - pie mystery scenario and the newfangled hollywood post - production effects.,0,1,0.4953325092792511
i can take infantile humor... but this is the sort of infantile that makes you wonder about changing the director and writer's diapers.,0,1,0.5046674609184265
"this piece of channel 5 grade trash is, quite frankly, an insult to the intelligence of the true genre enthusiast.",0,1,0.4749564826488495
the only excitement comes when the credits finally roll and you get to leave the theater.,0,1,0.5250434875488281
"the movie is dawn of the dead crossed with john carpenter's ghosts of mars, with zombies not as ghoulish as the first and trains not as big as the second.",0,1,0.527174711227417
it's a buggy drag.,0,1,0.4728252589702606
late marriage's stiffness is unlikely to demonstrate the emotional clout to sweep u. s. viewers off their feet.,0,1,0.5109065175056458
"the movie, directed by mick jackson, leaves no cliche unturned, from the predictable plot to the characters straight out of central casting.",0,1,0.48909348249435425
"this is the sort of burly action flick where one coincidence pummels another, narrative necessity is a drunken roundhouse, and whatever passes for logic is a factor of the last plot device left standing.",0,1,0.5115198493003845
teen movies have really hit the skids.,0,1,0.48848018050193787
manages to show life in all of its banality when the intention is quite the opposite.,0,1,0.5055537819862366
"ultimately feels empty and unsatisfying, like swallowing a communion wafer without the wine.",0,1,0.49444618821144104
"it's too self - important and plodding to be funny, and too clipped and abbreviated to be an epic.",0,1,0.48216986656188965
sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest.,0,1,0.5178301334381104
but this films lacks the passion required to sell the material.,0,1,0.5243478417396545
"what is 100 % missing here is a script of even the most elemental literacy, an inkling of genuine wit, and anything resembling acting.",0,1,0.47565218806266785
"a better title, for all concerned, might be swept under the rug.",0,1,0.48343756794929504
a wildly inconsistent emotional experience.,0,1,0.5165624618530273
"given how heavy - handed and portent - heavy it is, this could be the worst thing soderbergh has ever done.",0,1,0.4960387647151947
"despite the evocative aesthetics evincing the hollow state of modern love life, the film never percolates beyond a monotonous whine.",0,1,0.5039612650871277
"an absurdist comedy about alienation, separation and loss.",0,1,0.4792208969593048
"impostor has a handful of thrilling moments and a couple of good performances, but the movie doesn't quite fly.",0,1,0.5207790732383728
part low rent godfather.,0,1,0.5030224919319153
"for all the writhing and wailing, tears, rage and opium overdoses, there's no sense of actual passion being washed away in love's dissolution.",0,1,0.4969775080680847
"it's inoffensive, cheerful, built to inspire the young people, set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery, it's about as exciting as a sunburn.",0,1,0.48352837562561035
"while it's genuinely cool to hear characters talk about early rap records ( sugar hill gang, etc. ), the constant referencing of hip - hop arcana can alienate even the savviest audiences.",0,1,0.5164716243743896
"dull, lifeless, and amateurishly assembled.",0,1,0.5135876536369324
has all the depth of a wading pool.,0,1,0.48641231656074524
a subject like this should inspire reaction in its audience ; the pianist does not.,0,1,0.5152985453605652
... is an arthritic attempt at directing by callie khouri.,0,1,0.4847014546394348
it's a charming and often affecting journey.,1,1,0.486500084400177
allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker.,1,1,0.513499915599823
"the acting, costumes, music, cinematography and sound are all astounding given the production's austere locales.",1,1,0.4777850806713104
"although laced with humor and a few fanciful touches, the film is a refreshingly serious look at young women.",1,1,0.5222148895263672
you don't have to know about music to appreciate the film's easygoing blend of comedy and romance.,1,1,0.49849045276641846
the mesmerizing performances of the leads keep the film grounded and keep the audience riveted.,1,1,0.5015095472335815
"we root for ( clara and paul ), even like them, though perhaps it's an emotion closer to pity.",1,1,0.5203132033348083
"a gorgeous, high - spirited musical from india that exquisitely blends music, dance, song, and high drama.",1,1,0.47968676686286926
the emotions are raw and will strike a nerve with anyone who's ever had family trauma.,1,1,0.5141295790672302
"audrey tatou has a knack for picking roles that magnify her outrageous charm, and in this literate french comedy, she's as morning - glory exuberant as she was in amelie.",1,1,0.4858704209327698
"a delectable and intriguing thriller filled with surprises, read my lips is an original.",1,1,0.49764978885650635
seldom has a movie so closely matched the spirit of a man and his work.,1,1,0.5023502111434937
it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part.,1,1,0.4952574074268341
"thanks to scott's charismatic roger and eisenberg's sweet nephew, roger dodger is one of the most compelling variations on in the company of men.",1,1,0.5047426223754883
"a gorgeous, witty, seductive movie.",1,1,0.5164333581924438
"the weight of the piece, the unerring professionalism of the chilly production, and the fascination embedded in the lurid topic prove recommendation enough.",1,1,0.48356667160987854
"as surreal as a dream and as detailed as a photograph, as visually dexterous as it is at times imaginatively overwhelming.",1,1,0.4805099368095398
"escaping the studio, piccoli is warmly affecting and so is this adroitly minimalist movie.",1,1,0.5194900631904602
"there's... tremendous energy from the cast, a sense of playfulness and excitement that seems appropriate.",1,1,0.46582457423210144
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants, revealing the human complexities beneath.",1,1,0.5341753959655762
the subtle strength of ` ` elling'' is that it never loses touch with the reality of the grim situation.,1,1,0.5066595673561096
holm... embodies the character with an effortlessly regal charisma.,1,1,0.4933404326438904
a subtle and well - crafted ( for the most part ) chiller.,1,1,0.49819180369377136
has a lot of the virtues of eastwood at his best.,1,1,0.501808226108551
"for the most part, director anne - sophie birot's first feature is a sensitive, extraordinarily well - acted drama.",1,1,0.527874231338501
"mr. tsai is a very original artist in his medium, and what time is it there?",1,1,0.472125768661499
sade is an engaging look at the controversial eponymous and fiercely atheistic hero.,1,1,0.4972076117992401
"a tender, heartfelt family drama.",1,1,0.5027923583984375
"this is a story of two misfits who don't stand a chance alone, but together they are magnificent.",1,1,0.4708743989467621
the primitive force of this film seems to bubble up from the vast collective memory of the combatants.,1,1,0.5291256308555603
"on this tricky topic, tadpole is very much a step in the right direction, with its blend of frankness, civility and compassion.",1,1,0.5115501284599304
"if you're hard up for raunchy college humor, this is your ticket right here.",1,1,0.4884498715400696
"a fast, funny, highly enjoyable movie.",1,1,0.4800872206687927
good old - fashioned slash - and - hack is back!,1,1,0.5199127793312073
"exquisitely nuanced in mood tics and dialogue, this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling.",1,1,0.5338677763938904
uses high comedy to evoke surprising poignance.,1,1,0.4661322236061096
"one of creepiest, scariest movies to come along in a long, long time, easily rivaling blair witch or the others.",1,1,0.4917193353176117
among the year's most intriguing explorations of alientation.,1,1,0.5082806944847107
the son's room is a triumph of gentility that earns its moments of pathos.,1,1,0.5127038359642029
"there is nothing outstanding about this film, but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine.",1,1,0.4872961938381195
the draw ( for ` ` big bad love'' ) is a solid performance by arliss howard.,1,1,0.4981969892978668
"though it's become almost redundant to say so, major kudos go to leigh for actually casting people who look working - class.",1,1,0.5018030405044556
"the band's courage in the face of official repression is inspiring, especially for aging hippies ( this one included ).",1,1,0.5037990212440491
the movie achieves as great an impact by keeping these thoughts hidden as... ( quills ) did by showing them.,1,1,0.4962010085582733
jaglom... put ( s ) the audience in the privileged position of eavesdropping on his characters,1,1,0.5042235255241394
fresnadillo's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that won't go away.,1,1,0.4957764744758606
"we know the plot's a little crazy, but it held my interest from start to finish.",1,1,0.4709603190422058
"it's a scattershot affair, but when it hits its mark it's brilliant.",1,1,0.5290396809577942
"hardly a masterpiece, but it introduces viewers to a good charitable enterprise and some interesting real people.",1,1,0.4560997784137726
if steven soderbergh's ` solaris'is a failure it is a glorious failure.,1,1,0.5439002513885498
"byler reveals his characters in a way that intrigues and even fascinates us, and he never reduces the situation to simple melodrama.",1,1,0.4872981309890747
"no sophomore slump for director sam mendes, who segues from oscar winner to oscar - winning potential with a smooth sleight of hand.",1,1,0.5127018690109253
"neither parker nor donovan is a typical romantic lead, but they bring a fresh, quirky charm to the formula.",1,1,0.5116613507270813
"does paint some memorable images..., but makhmalbaf keeps her distance from the characters",1,1,0.4883386492729187
"a gripping movie, played with performances that are all understated and touching.",1,1,0.4770926535129547
"it's one of those baseball pictures where the hero is stoic, the wife is patient, the kids are as cute as all get - out and the odds against success are long enough to intimidate, but short enough to make a dream seem possible.",1,1,0.5229073762893677
the movie's relatively simple plot and uncomplicated morality play well with the affable cast.,1,1,0.5094839334487915
it's great escapist fun that recreates a place and time that will never happen again.,1,1,0.4905160665512085
hilariously inept and ridiculous.,1,1,0.5066788196563721
"it haunts you, you can't forget it, you admire its conception and are able to resolve some of the confusions you had while watching it.",1,1,0.49332118034362793
one of the smartest takes on singles culture i've seen in a long time.,1,1,0.516692578792572
"moody, heartbreaking, and filmed in a natural, unforced style that makes its characters seem entirely convincing even when its script is not.",1,1,0.483307421207428
"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women, water, nature, and sexuality.",1,1,0.5023254752159119
old - form moviemaking at its best.,1,1,0.49767449498176575
turns potentially forgettable formula into something strangely diverting.,1,1,0.521905779838562
"( lawrence bounces ) all over the stage, dancing, running, sweating, mopping his face and generally displaying the wacky talent that brought him fame in the first place.",1,1,0.4780942499637604
a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it's approached with imagination and flair.,1,1,0.4903765916824341
montias... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky - - but not stereotyped - - street characters.,1,1,0.5096234083175659
"it provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",1,1,0.5242835283279419
scooby dooby doo / and shaggy too / you both look and sound great.,1,1,0.4757164716720581
that is a compliment to kuras and miller.,1,1,0.503164529800415
what better message than ` love thyself'could young women of any size receive?,1,1,0.4968354403972626
a solid film... but more conscientious than it is truly stirring.,1,1,0.5091820955276489
"about a manga - like heroine who fights back at her abusers, it's energetic and satisfying if not deep and psychological.",1,1,0.4908179044723511
"the volatile dynamics of female friendship is the subject of this unhurried, low - key film that is so off - hollywood that it seems positively french in its rhythms and resonance.",1,1,0.5342805981636047
overall very good for what it's trying to do.,1,1,0.4657193720340729
"a big, gorgeous, sprawling swashbuckler that delivers its diversions in grand, uncomplicated fashion.",1,1,0.5033666491508484
"a difficult, absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear.",1,1,0.4966333210468292
a solid examination of the male midlife crisis.,1,1,0.508944034576416
"manages to transcend the sex, drugs and show - tunes plot into something far richer.",1,1,0.4910559356212616
"like leon, it's frustrating and still oddly likable.",1,1,0.5138624906539917
a woman's pic directed with resonance by ilya chaiken.,1,1,0.4861375093460083
manages to be sweet and wickedly satisfying at the same time.,1,1,0.5060659050941467
leigh's film is full of memorable performances from top to bottom.,1,1,0.49393412470817566
"it's also, clearly, great fun.",1,1,0.4926035404205322
it seems like i have been waiting my whole life for this movie and now i can't wait for the sequel.,1,1,0.5073964595794678
if you dig on david mamet's mind tricks... rent this movie and enjoy!,1,1,0.5139732956886292
"bleakly funny, its characters all the more touching for refusing to pity or memorialize themselves.",1,1,0.48602670431137085
the film's performances are thrilling.,1,1,0.5022330284118652
"a must - see for the david mamet enthusiast and for anyone who appreciates intelligent, stylish moviemaking.",1,1,0.49776700139045715
"pacino is brilliant as the sleep - deprived dormer, his increasing weariness as much existential as it is physical.",1,1,0.5068211555480957
` de niro... is a veritable source of sincere passion that this hollywood contrivance orbits around. ',1,1,0.4931788444519043
the movie is beautiful to behold and engages one in a sense of epic struggle - - inner and outer - - that's all too rare in hollywood's hastier productions.,1,1,0.5153086185455322
"a celebration of quirkiness, eccentricity, and certain individuals'tendency to let it all hang out, and damn the consequences.",1,1,0.48469141125679016
"morton uses her face and her body language to bring us morvern's soul, even though the character is almost completely deadpan.",1,1,0.4791870713233948
"instead of a hyperbolic beat - charged urban western, it's an unpretentious, sociologically pointed slice of life.",1,1,0.5208129286766052
my thoughts were focused on the characters.,1,1,0.5233062505722046
"so, too, is this comedy about mild culture clashing in today's new delhi.",1,1,0.4766937494277954
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button, just as easily as their counterparts anywhere else in the world.",1,1,0.5013642907142639
"the format gets used best... to capture the dizzying heights achieved by motocross and bmx riders, whose balletic hotdogging occasionally ends in bone - crushing screwups.",1,1,0.4986357092857361
"inside the film's conflict - powered plot there is a decent moral trying to get out, but it's not that, it's the tension that keeps you in your seat.",1,1,0.5207670331001282
"that dogged good will of the parents and ` vain'jia's defoliation of ego, make the film touching despite some doldrums.",1,1,0.47923293709754944
falls neatly into the category of good stupid fun.,1,1,0.5149199366569519
"an artful, intelligent film that stays within the confines of a well - established genre.",1,1,0.4850800633430481
"smart, provocative and blisteringly funny.",1,1,0.4863727390766144
"not only is undercover brother as funny, if not more so, than both austin powers films, but it's also one of the smarter, savvier spoofs to come along in some time.",1,1,0.513627290725708
"the best revenge may just be living well because this film, unlike other dumas adaptations, is far more likened to a treasure than a lengthy jail sentence.",1,1,0.5088217854499817
the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure.,1,1,0.4911782145500183
"what the film lacks in general focus it makes up for in compassion, as corcuera manages to find the seeds of hope in the form of collective action.",1,1,0.514032244682312
the socio - histo - political treatise is told in earnest strides... ( and ) personal illusion is deconstructed with poignancy.,1,1,0.4859677851200104
"a psychological thriller with a genuinely spooky premise and an above - average cast, actor bill paxton's directing debut is a creepy slice of gothic rural americana.",1,1,0.506800651550293
"corny, schmaltzy and predictable, but still manages to be kind of heartwarming, nonetheless.",1,1,0.4931993782520294
"nothing's at stake, just a twisty double - cross you can smell a mile away - - still, the derivative nine queens is lots of fun.",1,1,0.5052182674407959
"far more imaginative and ambitious than the trivial, cash - in features nickelodeon has made from its other animated tv series.",1,1,0.4947817325592041
"as the two leads, lathan and diggs are charming and have chemistry both as friends and lovers.",1,1,0.5256204605102539
it provides an honest look at a community striving to anchor itself in new grounds.,1,1,0.4743795394897461
reign of fire looks as if it was made without much thought - - and is best watched that way.,1,1,0.49178391695022583
"martin and barbara are complex characters - - sometimes tender, sometimes angry - - and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid.",1,1,0.5082160830497742
affleck and jackson are good sparring partners.,1,1,0.5106661915779114
"whether you like rap music or loathe it, you can't deny either the tragic loss of two young men in the prime of their talent or the power of this movie.",1,1,0.489333838224411
not since japanese filmmaker akira kurosawa's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur.,1,1,0.5137781500816345
brilliantly explores the conflict between following one's heart and following the demands of tradition.,1,1,0.4862218201160431
"despite the 2 - d animation, the wild thornberrys movie makes for a surprisingly cinematic experience.",1,1,0.5000953078269958
the film tunes into a grief that could lead a man across centuries.,1,1,0.49990469217300415
"dazzles with its fully - written characters, its determined stylishness ( which always relates to characters and story ) and johnny dankworth's best soundtrack in years.",1,1,0.4912269413471222
it's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman.,1,1,0.5087730884552002
it's the chemistry between the women and the droll scene - stealing wit and wolfish pessimism of anna chancellor that makes this ` ` two weddings and a funeral'' fun.,1,1,0.5153229832649231
"a full world has been presented onscreen, not some series of carefully structured plot points building to a pat resolution.",1,1,0.4846769869327545
huston nails both the glad - handing and the choking sense of hollow despair.,1,1,0.4991430640220642
one of the more intelligent children's movies to hit theaters this year.,1,1,0.5008569359779358
blanchett's performance confirms her power once again.,1,1,0.47643908858299255
a rarity among recent iranian films : it's a comedy full of gentle humor that chides the absurdity of its protagonist's plight.,1,1,0.5235609412193298
"the very definition of the ` small'movie, but it is a good stepping stone for director sprecher.",1,1,0.513178288936615
"chilling, well - acted, and finely directed : david jacobson's dahmer.",1,1,0.4868217408657074
"a coda in every sense, the pinochet case splits time between a minute - by - minute account of the british court's extradition chess game and the regime's talking - head survivors.",1,1,0.5781143307685852
dense with characters and contains some thrilling moments.,1,1,0.4218856990337372
as unseemly as its title suggests.,1,1,0.48285216093063354
"minority report is exactly what the title indicates, a report.",1,1,0.5171478390693665
"an entertaining, colorful, action - filled crime story with an intimate heart.",1,1,0.5028785467147827
"for this reason and this reason only - - the power of its own steadfast, hoity - toity convictions - - chelsea walls deserves a medal.",1,1,0.4971214234828949
"it just may inspire a few younger moviegoers to read stevenson's book, which is a treasure in and of itself.",1,1,0.4796592593193054
... with ` ` the bourne identity'' we return to the more traditional action genre.,1,1,0.5203407406806946
"it's so good that its relentless, polished wit can withstand not only inept school productions, but even oliver parker's movie adaptation.",1,1,0.47879600524902344
"while there's something intrinsically funny about sir anthony hopkins saying ` get in the car, bitch,'this jerry bruckheimer production has little else to offer",1,1,0.5212039947509766
a rewarding work of art for only the most patient and challenge - hungry moviegoers.,1,1,0.5163013339042664
"at its best, queen is campy fun like the vincent price horror classics of the'60s.",1,1,0.48369863629341125
"it's a much more emotional journey than what shyamalan has given us in his past two movies, and gibson, stepping in for bruce willis, is the perfect actor to take us on the trip.",1,1,0.5219224095344543
the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy.,1,1,0.47807759046554565
cool?,1,1,0.5124823451042175
"deliriously funny, fast and loose, accessible to the uninitiated, and full of surprises",1,1,0.48751765489578247
"at a time when half the so - called real movies are little more than live - action cartoons, it's refreshing to see a cartoon that knows what it is, and knows the form's history.",1,1,0.503792405128479
"the old - world - meets - new mesh is incarnated in the movie's soundtrack, a joyful effusion of disco bollywood that, by the end of monsoon wedding, sent my spirit soaring out of the theater.",1,1,0.4962076246738434
jones... does offer a brutal form of charisma.,1,1,0.4790792763233185
travels a fascinating arc from hope and euphoria to reality and disillusionment.,1,1,0.5209206938743591
"the sort of film that makes me miss hitchcock, but also feel optimistic that there's hope for popular cinema yet.",1,1,0.5306147933006287
"fun, flip and terribly hip bit of cinematic entertainment.",1,1,0.4693852365016937
the wild thornberrys movie is a jolly surprise.,1,1,0.5152140259742737
"entertains by providing good, lively company.",1,1,0.4847859740257263
"a densely constructed, highly referential film, and an audacious return to form that can comfortably sit among jean - luc godard's finest work.",1,1,0.5294991731643677
the story and structure are well - honed.,1,1,0.4705008268356323
"macdowell, whose wifty southern charm has anchored lighter affairs... brings an absolutely riveting conviction to her role.",1,1,0.5017760992050171
an intriguing cinematic omnibus and round - robin that occasionally is more interesting in concept than in execution.,1,1,0.4982238709926605
the second coming of harry potter is a film far superior to its predecessor.,1,1,0.5235214829444885
"if you can stomach the rough content, it's worth checking out for the performances alone.",1,1,0.47647854685783386
"a warm, funny, engaging film.",1,1,0.47746577858924866
the best film about baseball to hit theaters since field of dreams.,1,1,0.522534191608429
it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters.,1,1,0.5131949186325073
